Democrat,population,population_change,age65plus,Black,Hispanic,Edu_bachelors,income,Poverty,Density
0,13323,-3.9,20.8,0.424,0.008,11.8,33941,21.5,15.2
0,40173,-0.6,18.5,0.005,0.02,15.4,32533,23.8,43.6
0,78797,3.4,12.7,0.096,0.069,28.7,63435,10.7,164.7
0,14052,-9.4,22.3,0.018,0.425,16.3,42261,17.8,3.2
0,29509,2.4,16.9,0.005,0.068,17.5,49143,11.9,39.3
1,15174,6.6,7.5,0.15,0.355,26,71227,7,5632.6
0,66988,-0.2,18.7,0.037,0.014,21.3,45073,14.4,78.5
0,43918,1.1,13.9,0.066,0.017,17.6,54956,11,93.2
0,16345,0.9,16.2,0.006,0.062,32,61570,9.1,7.4
0,28312,0.7,15.6,0.094,0.047,14.9,42549,17.9,99.6
0,25563,2.5,15.7,0.052,0.066,31.6,57580,11.6,132.1
0,21561,-0.7,17.2,0.003,0.007,8.2,35487,27.3,49.7
1,4422,6.5,7.3,0.003,0.038,17.7,36111,40.5,3.8
0,1301,4.3,20.9,0.005,0.176,21.9,52847,5.4,1.6
0,52085,-2.6,17.2,0.011,0.096,19.9,54541,11.3,70.5
0,8082,-0.5,19,0.008,0.032,28.9,48767,10.7,9.4
0,175852,8.4,24.1,0.191,0.114,37.6,57316,12.5,281.5
0,7330,-2.8,19.7,0.035,0.018,18.6,48138,15.9,17.3
0,18597,2.2,16.2,0.048,0.017,8.8,33408,26.6,44.2
0,182006,1.3,15.2,0.094,0.025,22.6,43540,15.9,769.7
0,1911,-7.1,27.7,0.004,0.045,20.8,39400,9.4,1.2
0,7175,3.3,20.6,0.269,0.031,14.1,48372,9.2,22
0,396962,4.6,33.9,0.05,0.087,30.8,49052,12.2,682.6
0,20007,0.9,14.8,0.084,0.024,12.5,38719,17,57.8
0,7672,-2.3,18.3,0.035,0.01,7.7,24246,31.8,33.5
1,922835,0.4,16.5,0.139,0.051,30.9,50653,14.6,881.4
0,8265,0.1,17.4,0.007,0.541,19.1,34526,19.4,6.4
0,57627,-1.4,13.8,0.217,0.17,10.9,40653,20.3,55
0,30296,-1.5,19.2,0.005,0.012,23.7,41626,15.6,18.1
1,758581,5.6,14.7,0.03,0.253,44.4,88202,7.6,1602.2
0,181423,7.4,12.3,0.16,0.134,20.4,49711,17.2,213.4
1,431131,4.3,13.5,0.148,0.256,24.3,67177,13,503
0,21083,-0.9,18.3,0.114,0.04,14.7,35225,24,38.5
0,35200,-2.9,22,0.366,0.019,15.2,34659,21.3,44.3
0,20540,-0.7,18.3,0.004,0.018,13.6,44869,13.9,21.2
0,136359,2.1,18.4,0.033,0.114,19.4,54818,10.7,369.1
1,7678,-6.6,15,0.691,0.01,13.7,22863,40.7,20.3
0,16401,-1.1,18.1,0.009,0.027,17,44375,14.1,29.2
0,20904,-1,11,0.009,0.092,18.9,58515,13.3,10.1
0,12897,6,13.3,0.32,0.035,9.4,40111,19.7,15.7
0,108623,4.1,12.1,0.007,0.125,26,50872,11.4,55.9
0,22384,0.3,13.8,0.16,0.047,10.2,39654,17.3,34.7
0,135571,6.5,12.4,0.18,0.067,26.9,60813,12.7,288.8
0,17026,-2.9,23.6,0.006,0.014,16.4,36646,18.5,4.4
0,166675,4.5,14.6,0.122,0.073,23.9,50329,13.8,277.8
0,12532,-4.8,19.5,0.197,0.031,10.6,39673,14,24.7
1,11180,-5.3,19.2,0.546,0.056,12.6,26201,33,18.3
0,22370,0,16.9,0.013,0.019,21.5,47967,15.9,39.2
0,7014,-0.4,20,0.07,0.147,14.5,30325,25.3,854.6
0,2566,-1.2,25.4,0.044,0.032,22.9,47500,11.2,2.9
0,1443,-5.6,21.8,0.001,0.021,19.1,43500,10,1.5
0,30261,-0.7,21.2,0.171,0.043,13,35598,20.9,32.5
0,3592,-3.6,25.1,0.031,0.124,24.1,33445,15.4,4.3
0,10559,-2.8,20.4,0.014,0.039,18.6,45603,11.4,27.1
0,61623,0.9,13.1,0.187,0.025,15.1,52423,13.4,133.3
0,7468,-1.3,20.8,0.003,0.013,14.4,43181,16.5,15.6
0,73608,-1.5,18.6,0.007,0.027,18.8,47685,11,94.2
0,34348,3.4,17.6,0.167,0.025,18.8,54518,10.3,66.8
0,348777,8.5,29.4,0.072,0.267,31.7,55843,14.1,160.9
0,40958,-0.1,12.5,0.006,0.019,25.7,59226,12.4,71.5
0,14156,-0.6,17.7,0.007,0.059,8.5,50262,11.2,35.5
1,70482,0.7,14.6,0.008,0.03,27.5,50996,13.7,87.4
0,19923,-1.2,17.7,0.006,0.041,16,50542,10.7,54.1
0,60015,2,15,0.008,0.014,12.6,36570,21.8,135.6
0,120913,-1,14.5,0.011,0.023,17.2,48051,17.4,128.3
0,9990,-1.1,17.6,0.019,0.016,8.6,31750,20,34.9
0,4780,-0.7,20.8,0.008,0.095,18.5,44683,13.1,1.9
0,16299,-2.6,18.5,0.342,0.011,11.7,31362,23.4,24.2
0,10504,-0.1,13.1,0.029,0.431,14.4,51765,15.5,25.5
0,11959,2.1,17.2,0.063,0.038,15.6,40845,14.2,39.4
0,74588,2.9,17.5,0.008,0.274,23.9,51354,13.2,24.8
0,15944,0.5,18.1,0.191,0.05,13.6,40455,16.4,28.1
1,28239,-3.9,18.4,0.019,0.772,19.6,28275,29.4,6.2
0,26702,-6.4,17.6,0.191,0.038,9.2,40259,18.2,97
0,39764,1.7,13.2,0.019,0.027,18.9,52446,13.8,129.3
0,78117,3.3,12.7,0.109,0.207,8.8,47228,18.4,65.3
0,43931,0.7,15.2,0.106,0.077,12.9,41250,19.5,63
0,338124,8,10.9,0.135,0.292,27.5,67603,11.2,230.7
0,14058,0.9,16.4,0.013,0.034,16.1,45633,10.9,22.6
1,275209,0.2,15.8,0.173,0.185,24.2,54235,14.4,494.1
0,15190,-2.2,12.4,0.229,0.053,10,42660,19.6,63.8
0,4192,-1.4,20.5,0.001,0.021,15.9,42632,14,0.8
0,82175,3.2,17.7,0.265,0.065,26.1,46407,19.2,189.7
0,683,-1.7,30.7,0.007,0.43,21.4,34063,16.7,0.3
0,5802,-2.6,18.9,0.128,0.025,8.3,34319,21.3,1090.2
1,1237868,3,15.1,0.145,0.038,43.1,65594,10.3,1385.7
0,183087,1.1,18,0.01,0.127,32,69297,9,106
0,68933,-2.4,16.4,0.007,0.029,14.2,46217,15.3,133.1
1,2069681,6.1,13.3,0.116,0.303,22.1,52873,15.1,247.3
0,3422,-3.6,27.6,0.001,0.011,14.4,38477,14.9,2.4
1,363050,16.2,7.9,0.078,0.134,57.9,122238,3.6,605.8
1,558503,4.5,14.7,0.013,0.152,40.7,68984,8.6,699.5
1,42081,11.2,8.2,0.151,0.337,28.7,71036,11.7,3827.6
0,12909,-3.5,19,0.022,0.033,16.1,40554,17,26.7
0,14962,-1.8,21.1,0.006,0.016,21.1,51568,14.6,48.9
0,14056,-2.4,20.6,0.009,0.045,18.9,48185,11.3,25.1
1,10580,-6.4,17.4,0.729,0.012,14.4,26230,26.7,15.8
0,178406,0.3,16.1,0.088,0.116,28.6,48451,16.7,327.1
0,34775,-0.3,15.6,0.31,0.011,16.8,36498,23.5,59.5
0,126242,2.7,16.9,0.043,0.033,29.3,42075,18.3,376.7
0,54105,-2.6,18.1,0.02,0.028,14.9,44276,16.1,112.1
1,631974,0.8,14.2,0.114,0.209,26.4,49297,17.1,1530.3
0,26301,1.8,19.2,0.02,0.021,11,34474,19.9,68.6
0,6064,-0.1,22,0.001,0.014,24.5,43327,15.1,2.7
1,104489,5.5,16.5,0.099,0.057,52.2,67725,10.2,137.3
0,78592,2,15.1,0.046,0.042,18.1,42487,17.5,74.5
0,852,-3.6,24.5,0.007,0.041,20.3,39313,20.7,0.8
0,4404,1.1,22.8,0.006,0.014,12.4,42975,14.3,4.3
0,19125,-2.9,24.8,0.004,0.028,18.3,33333,17.9,5.4
0,49459,0.2,17.1,0.006,0.046,18.1,54968,13.6,75.1
1,51611,9.9,8.4,0.343,0.125,17.2,45489,22.9,120.2
0,20156,2.4,18,0.041,0.189,19.8,49277,16.9,27.6
0,65621,2.6,16,0.028,0.028,17.5,47087,13.9,394.3
0,6698,-0.8,13.8,0.042,0.233,10.5,52101,18,1.1
0,17214,0,14.7,0.278,0.061,12.4,34985,23.1,75.8
0,574272,5.5,12.7,0.05,0.074,51.7,74717,6.5,1149.6
0,47585,-0.4,21.6,0.253,0.075,18.3,40429,21,57.7
0,67008,1,17.6,0.043,0.024,22.5,43125,15.6,157.9
0,4978,-2.5,19.9,0.015,0.024,15.5,39049,16.2,26.9
0,20380,9.5,10.9,0.006,0.081,16,57683,8.9,5.7
0,25998,-1.7,13.7,0.078,0.226,20.1,42824,16.5,32.9
0,218844,3.7,28.1,0.009,0.142,24.2,42987,15.8,26
0,14837,-0.1,19,0.005,0.013,14.1,46622,12.8,44.2
0,1415,-6,24.5,0.104,0.243,16.1,34639,15.4,1.7
0,6824,-2.9,21.3,0.005,0.036,24.1,41056,17,3.7
0,44624,-2.1,25.1,0.01,0.115,21.2,55295,10.9,44.7
0,44579,0.4,15.6,0.012,0.039,14.8,51440,12.9,108.1
0,41434,0.5,19.3,0.065,0.064,24.9,50139,13.4,156.2
0,8811,-2.7,18.1,0.011,0.082,20,56452,11.3,10
0,6837,-1.8,16.8,0.002,0.053,17.5,53586,7.8,3.9
0,40007,1.9,18.9,0.005,0.037,21.1,46503,11.1,46.3
0,152892,2.2,18.2,0.039,0.05,19.3,52637,11,193.7
0,4149,0.2,25.5,0.003,0.011,21.5,53691,8.7,3.6
0,20684,2.9,19.4,0.095,0.339,12.4,46454,13.5,22.1
0,7201,-0.1,18.1,0.007,0.042,17.2,55461,11.2,3
0,23107,-0.8,18,0.006,0.034,17.7,53904,10.2,38.3
0,63201,2.3,14.4,0.032,0.084,20.7,40453,19.3,76
0,14859,-3.8,17.7,0.438,0.018,12.6,31090,25.3,38.2
1,14349,4.1,12,0.055,0.744,10.5,40571,21.9,5.2
0,20441,-1.6,16.9,0.32,0.014,11.6,31214,29.9,33.2
0,29429,0.1,20,0.015,0.008,19.1,37276,15.9,28.3
0,975,-3.1,21.6,0.003,0.023,15.8,44808,14.4,1
0,19416,-1.5,21.5,0.008,0.105,16.6,44231,15.6,21.2
0,2908,-1.8,27.1,0.009,0.02,19.9,39333,10.1,3.3
0,5353,-2.8,21.6,0.004,0.017,13.8,45246,9.7,8
1,70475,5,17.4,0.007,0.108,25.1,62052,11.2,108.2
0,3855,-3.5,26.6,0.003,0.011,16.4,55904,4.9,2.7
0,27126,-0.6,23.6,0.01,0.053,19.5,35951,21.1,64
0,202212,3.9,11.7,0.31,0.033,27,45408,18.9,147.3
0,55224,-0.9,17.2,0.128,0.03,13.2,42510,22.2,68.9
0,17313,-0.5,15.6,0.439,0.039,10,31061,25.3,34.7
0,65471,-2.3,18.2,0.064,0.023,10.5,37566,20.9,84.7
0,19936,-1.3,14.4,0.134,0.271,8.9,41297,18.5,21.8
0,52748,-2.6,21.2,0.027,0.017,17.3,42223,15,150.2
0,16851,-2.6,24.6,0.005,0.031,13.6,32517,24.5,24.4
0,28461,0.7,13.7,0.381,0.107,9.6,34534,24.7,46.4
0,3074,-2.5,26.1,0.002,0.019,17.7,41835,13.5,5.6
0,17228,0.8,16.9,0.023,0.273,14.7,46548,15.8,23.9
0,3211,-7.6,17.2,0.018,0.782,10.1,22545,44.1,0.8
0,44116,-1.6,16.7,0.01,0.008,11,44341,14.1,91.5
0,2197,-3.7,22,0.003,0.01,12.5,31786,22.8,22.8
0,6917,-3.1,19.1,0.003,0.008,12,40204,17.6,14.1
0,67671,-1.9,17.9,0.05,0.027,17.4,38350,21.8,171.5
0,12227,-0.2,17.2,0.202,0.013,8.2,36124,21,18.9
0,4734,-3.4,23.6,0.092,0.012,10.3,34029,18.3,20.2
0,17859,-2.1,20.5,0.023,0.018,9,29609,26.4,61.1
1,137682,2.4,11.1,0.016,0.139,31.1,49555,23,7.2
0,48951,-1,14.8,0.022,0.016,14.5,50427,11.4,121.2
0,13688,-2.8,19.8,0.01,0.029,16.3,48866,10.5,29
0,4914,2.2,19.4,0.005,0.061,19.5,46488,14.2,4.8
0,47618,0.2,14.6,0.008,0.101,13.2,47117,14.2,115.7
0,121350,5.8,9,0.067,0.169,34.2,81765,4.8,358.2
0,8272,-0.9,20.5,0.005,0.022,19.4,51925,9.1,13.5
0,47967,-2.5,20,0.065,0.055,20.1,49655,15.1,76.1
1,357823,2.3,16,0.084,0.215,28.1,54923,13.7,1012.5
0,14232,-0.9,16.2,0.247,0.02,9.8,29787,26.9,34.9
0,36007,-2.9,18.9,0.039,0.027,14.5,45130,13.3,42.8
0,59662,3.1,15,0.201,0.195,20.2,44819,18.9,227
0,19163,-2,19.5,0.423,0.02,16,31641,27.7,26.6
0,59281,0.2,16.9,0.005,0.026,17.7,52186,11.7,107
0,114093,3.2,12.5,0.191,0.065,18.3,46147,18.9,221.5
0,6916,-5.6,23.6,0.004,0.015,15.7,49389,11.3,19.3
0,17477,18.2,9.9,0.022,0.546,14.2,57825,12.5,9.9
1,48642,1.9,13.9,0.007,0.014,23.7,56240,10.2,75.3
0,5051,-1.6,25.3,0.004,0.02,17.6,44551,13.1,9.6
0,27117,2.7,16,0.012,0.702,14.5,34902,26.5,17
0,136554,-1.3,17.9,0.09,0.031,17.6,43136,18.6,348
1,25082,2.5,15.2,0.008,0.016,36.4,52686,12.6,53.3
0,3645,-3.8,25.7,0.011,0.105,17.2,38829,15.2,1.5
0,45478,-2.3,18.1,0.023,0.072,19.5,41012,18.2,50.6
0,5486,-2.7,17.2,0.009,0.228,17.9,51422,9.9,3.1
1,155735,0.7,15.6,0.113,0.066,29,56061,12.7,756.6
0,57238,-1,19.3,0.004,0.012,18.9,40674,14.9,27.8
0,9118,-1.8,21.2,0.004,0.033,13.4,39049,14.7,12
0,17662,-2,19.5,0.006,0.024,15,45271,12.8,30.7
0,901,15.1,17.8,0.006,0.018,21.6,57083,8.4,0.7
1,2329271,6.4,13.2,0.07,0.474,20.5,56529,16.2,303.8
0,897698,3.9,12.8,0.301,0.086,26.4,48323,16.9,1133.9
0,43437,-1.7,18.5,0.004,0.017,19.3,48538,10.8,48.4
0,22353,-1.2,17.9,0.004,0.027,12,44448,11.1,55.6
0,250105,2.2,14.6,0.134,0.042,32.7,80622,7.4,560.1
0,11683,0.9,16.9,0.003,0.027,17.6,52152,8,19.7
0,30950,3.3,13.9,0.156,0.063,12,39899,14,60.2
0,20258,0.1,16,0.008,0.025,28.9,65409,7.7,51.9
0,6328,-5.4,23.6,0.005,0.04,16.5,38346,16.1,5.9
0,8797,0.6,17,0.308,0.076,10.6,33301,20.5,23.9
0,67799,-1.3,16.5,0.412,0.02,17,36323,24,122.4
0,16367,-1.7,26.8,0.004,0.023,12.9,34494,18.9,27.9
0,33403,0.3,16,0.005,0.02,16.7,51914,8.2,99.2
1,284582,1.3,11.9,0.122,0.076,36.5,45321,21.9,505.1
0,10057,-1.9,12.6,0.013,0.081,23.3,77900,6.1,2.1
0,9187,0,20.1,0.005,0.053,21.7,50000,9.1,17
0,23753,0.3,25.6,0.008,0.02,14.4,34239,23,61.2
0,81289,1.1,17.6,0.014,0.044,14.8,38847,18.8,109.4
0,13156,-3.5,16.4,0.038,0.189,13,45734,14.8,36.3
0,10035,-3,22.3,0.003,0.028,19.1,48093,8.7,18
0,3526,-2,25.3,0.018,0.565,14.6,33257,25.7,2.6
0,16834,-4.3,17,0.246,0.014,9.5,42156,18.4,16.3
0,9082,-4.3,25.4,0.006,0.036,12.9,31345,22,12.2
0,22949,-2.3,17.1,0.014,0.023,13.9,52698,11.6,41.3
0,5024,-2.9,19,0.005,0.056,20.1,45357,11.5,1
0,50909,1.9,15.9,0.177,0.064,22.5,43768,18.6,73.6
0,6910,-4.9,21.2,0.269,0.015,10.1,28259,24.3,12.4
0,108101,0.6,15.8,0.013,0.111,14.9,36927,30.3,10.8
0,4862,-3.6,18.2,0.003,0.15,18.3,43886,13.8,3.5
0,11549,-3.3,18.9,0.009,0.015,16.8,47365,12.7,53.5
0,15936,-2.2,18.5,0.005,0.027,20.6,50205,10.6,23.1
0,20573,0.7,23.6,0.004,0.018,23.6,45961,13.2,22.1
0,41587,-3.5,19.5,0.005,0.037,11.4,40478,16.8,44.8
0,20462,3.3,16.1,0.076,0.494,14.5,39248,21.9,18.6
0,65878,0.4,14.8,0.025,0.549,18.4,39131,21.3,10.8
0,14545,1.3,16.2,0.016,0.013,12.8,32495,22.2,41.2
0,8391,2.3,16.9,0.019,0.007,12.4,34817,15.5,25.7
0,8001,0.4,19,0.006,0.024,19.3,45997,11.8,18.4
0,2702,-2.6,25.6,0.004,0.018,11.6,37321,21.5,6.4
0,3110,-3.8,18.2,0.009,0.211,17.5,46607,11.3,4.4
0,20490,-1.2,15.7,0.394,0.015,10.2,29925,28.4,25.6
1,213676,2.1,14.2,0.022,0.668,26.6,37933,27,55
1,5744,-5.2,15.3,0.515,0.245,10,23451,30.7,13.2
0,79739,-0.7,15.1,0.429,0.022,18.9,36203,24.1,114.1
0,307283,-0.5,12.1,0.014,0.124,32.4,76145,7.7,511.9
0,38436,3.5,12.6,0.005,0.039,10.3,47617,16.5,97.8
0,18350,-1.1,19.4,0.016,0.179,16.7,44429,16,20.3
0,87175,-1.8,18.3,0.019,0.012,18.7,42504,15.9,87.7
0,108266,2.6,12.3,0.128,0.057,20.8,48687,15.8,169.3
1,13601,10.7,11.4,0.053,0.095,74.4,120000,4,6169.1
0,28641,-0.5,16,0.051,0.014,14.1,39993,22.8,102
0,10600,0,20.3,0.045,0.137,20.3,45523,14.4,37.3
0,18700,-3,16.5,0.111,0.05,12.8,32258,22.5,42.7
0,15117,-3.5,19.4,0.008,0.054,18,43589,12.3,27.2
0,304216,0.9,16.3,0.089,0.092,22.2,51816,14.6,613.6
0,30840,-1.3,21.5,0.011,0.095,14.8,44683,11,44.2
0,34322,-1.5,20.6,0.053,0.015,16.2,44312,13.9,109
0,5316,2.1,12.3,0.005,0.302,11.8,42433,16.6,4.3
0,25421,-0.2,17,0.046,0.045,14.1,33819,22.9,40.3
1,11533,-2.1,17.2,0.014,0.885,6.8,34131,19.7,6.6
0,85246,2.8,14.3,0.287,0.025,21.8,42074,18.3,184.3
0,41145,-2.2,15.5,0.295,0.018,9.7,33942,22.6,50.5
0,19626,-1.1,17.5,0.011,0.013,12.6,38826,17.9,49.8
0,157047,0.1,20.3,0.024,0.017,20.5,39479,18.3,379.4
0,20801,-0.7,18,0.008,0.028,15.5,52991,12.6,52.8
0,679513,9.8,26.3,0.091,0.196,24.7,47439,15.4,788.7
0,3918,-3.1,22,0.003,0.015,13.8,44069,7.9,3.1
0,150269,-1.8,9.1,0.073,0.532,12.9,48133,21,110.1
1,401566,4.4,11.3,0.469,0.051,36.1,48359,17.2,507.9
0,125033,0.8,11,0.178,0.126,19.9,46036,17.3,116.1
0,65856,3.9,16.2,0.005,0.03,37.5,56243,10.4,18.3
0,1783,2.3,23.6,0.001,0.02,19.9,46250,9.2,0.5
0,34320,0.2,16.8,0.005,0.019,20,52108,9.1,71.5
0,37313,8.1,14.7,0.009,0.075,20.4,54426,11.6,60.5
0,560974,8.6,7.2,0.007,0.112,36.5,60196,14,257.8
0,145797,-1.7,19.3,0.033,0.036,14.3,45012,12.8,190.4
0,73913,0.9,13.3,0.322,0.039,13.6,44262,20.7,127.6
1,29404,5,10.8,0.01,0.147,47.7,63697,13.7,46
0,31601,-0.3,15.9,0.046,0.161,11,36415,21.9,50
0,10400,-4.8,19,0.455,0.012,13.1,30466,31.1,26.8
0,52745,-0.3,11.6,0.266,0.059,19.7,58758,12.7,189.1
0,240475,4,11.1,0.016,0.177,22.7,54974,12.8,401.4
0,49761,-1.2,16.9,0.023,0.066,12.9,36542,22.2,31.7
0,588,-6.4,24.8,0.005,0.022,12.6,38125,25.8,1.1
0,18295,-0.5,15.9,0.029,0.065,11.6,41141,16.7,79.3
1,97308,8.7,11.2,0.004,0.031,46,52833,14.1,34.4
1,720,3,20.4,0.001,0.142,24.8,39583,17.1,1.8
1,431344,3.9,12,0.035,0.574,23,59168,17,126.5
1,10598,-1.7,10.2,0.756,0.024,15.4,31446,30.3,23.7
0,46820,8.3,11.5,0.256,0.298,19,50097,20.4,84.1
0,9908,-3.5,12.7,0.017,0.621,16.2,44943,21.3,11.7
0,413691,0.5,15.9,0.067,0.187,22.3,55170,13.9,480.4
0,28097,3.5,15.7,0.151,0.046,14.8,38373,23.5,65.3
0,16997,0.3,19.4,0.057,0.052,11.1,38406,24.1,48.4
0,41984,-2.1,16.2,0.067,0.047,16.4,48502,13.4,109.6
0,1954,3.3,22.9,0.003,0.05,23.9,39375,6.4,2.4
0,518947,13.9,12,0.049,0.225,30.7,67766,12.4,437.5
0,62860,3.7,15.2,0.268,0.08,17.1,41696,16.1,123.3
0,7041,-1.2,17.2,0.007,0.021,13.7,43081,16,36.6
0,96389,4.9,14.3,0.034,0.143,25.1,55864,10.8,34.2
0,15737,-4.2,22.9,0.045,0.012,18.3,34252,20.3,14.9
1,10680,-1.7,24.6,0.005,0.015,21.5,46939,13.6,5.2
1,233204,-2.4,19.1,0.159,0.054,20.8,41058,17.6,580.2
0,25520,2.7,28.5,0.006,0.216,29.2,53668,12,23.5
0,7755,-4.4,20.5,0.413,0.027,10.2,28931,19.7,12.2
0,252235,0,13.4,0.343,0.189,17.8,42568,21,287.9
0,25884,-0.8,18,0.005,0.018,15,47862,13.9,45.6
1,795723,1.5,12.4,0.419,0.221,32,55095,16.6,6211.5
0,315690,6.3,26,0.106,0.138,20.5,45035,13.8,316.6
0,40227,-3.4,16.6,0.326,0.036,16.1,37435,21.5,40.1
0,11687,-2.1,22.2,0.009,0.013,10.9,41368,14.6,25
0,9502,-1.6,20.9,0.008,0.023,14.2,45519,12.9,16.3
0,20660,-3.5,15.3,0.008,0.131,12.6,44724,15.1,14.5
0,5509,-1.9,14.5,0.01,0.454,21.8,49150,17,6.1
0,12855,1.3,18.2,0.219,0.031,14,52885,8.3,35.7
0,15222,-2.1,22.5,0.006,0.02,18.3,51812,8.7,16
0,13004,-2.8,28.7,0.006,0.012,16.3,39652,12.9,20.3
0,7335,-1.8,20.8,0.006,0.014,17.1,47701,12.5,32.2
0,40981,1.8,17.7,0.023,0.051,27.9,36951,21.8,82.1
0,28988,-2.1,21.5,0.004,0.013,16,38016,17.3,51.8
0,10269,0,19.9,0.006,0.033,17.7,51681,11.7,14.6
0,20960,-3,18.1,0.046,0.044,20.4,40916,15.3,33.5
0,41586,-1.6,17.2,0.006,0.007,11.3,48405,12.2,99.7
0,3254,-2,26.9,0.01,0.211,17.4,40795,11,3.6
0,26121,0.7,21.5,0.005,0.018,27,45949,13.3,62.3
0,83160,8.5,18.8,0.227,0.05,18.7,42217,21,139.6
1,13997,-1.4,11.8,0.008,0.279,29.8,61757,8.5,4.7
0,256670,3.5,13.1,0.025,0.08,26.8,53119,11.5,468.2
0,5512,-2.3,21.6,0.004,0.017,21.2,39324,20.6,3.5
0,2340,0.5,28.4,0.004,0.019,18.5,44556,13.1,2.7
1,1894605,6.3,12.2,0.029,0.266,46.5,91702,10.2,1381
0,37392,0.5,18.9,0.059,0.044,11.7,40637,17.2,143.1
0,92788,0.2,17.9,0.009,0.024,15.2,43739,14.6,163.1
0,16861,0.4,23.4,0.075,0.142,14.8,44452,17.7,15.7
0,90503,11.3,14.5,0.012,0.019,33.2,61811,8.2,49.8
0,12670,-4.2,20.4,0.462,0.018,8.8,24658,32.7,15.6
0,33259,2.3,19.3,0.006,0.018,21.3,50214,12.9,24.7
1,816857,2.1,16.4,0.094,0.048,45.5,79183,6.1,1655.9
0,8991,-1.4,15.5,0.268,0.06,15.5,32702,24.5,38.1
0,45589,1.2,21,0.004,0.013,21.4,46912,12.5,16.9
0,47736,-2.5,17.1,0.013,0.016,18.9,42445,16.5,47.6
0,21179,-0.3,16.5,0.004,0.03,10,40235,14.7,55.4
0,16906,-2.1,25.7,0.008,0.021,11,30861,23.9,28.6
0,6150,-0.7,18.2,0.023,0.072,14.7,46317,14.7,9.8
0,22048,-1.4,20.6,0.004,0.01,14.4,47188,11.8,29.5
1,157389,0.3,13.6,0.219,0.293,14.3,50750,17.5,324.4
1,8509,-9.5,20,0.726,0.017,9.9,25000,30.6,20
0,49166,5.3,13.9,0.158,0.092,22.6,64423,9.1,123.1
0,65301,1.2,13.1,0.183,0.185,24.3,36777,25.7,68.2
0,3570,-4.4,20.6,0.003,0.023,13.2,44286,12.6,8.5
1,722161,4.4,10.4,0.548,0.089,39.7,50856,19,2585.7
1,9187,1.1,17.9,0.009,0.055,39.8,67259,10.2,23
0,32506,0.5,13.2,0.103,0.415,13.8,42939,22,79.6
0,25085,5.5,12,0.385,0.027,18,50926,14.6,123.6
0,24420,-1.3,23.4,0.033,0.03,19.1,41551,16.9,45.6
0,4870,-1.3,25.2,0.011,0.173,21.9,44213,13.1,6.6
0,3371,1.9,28.5,0.009,0.267,19.5,33885,20.2,4.7
0,111444,0,15.8,0.114,0.061,17.3,47538,16.5,186.3
0,148469,8.7,11.7,0.259,0.049,24.5,53857,12.1,238.2
0,103531,-0.9,17.3,0.155,0.037,14.8,38013,19,195.2
0,76705,1.1,14.1,0.011,0.257,15.5,48389,16.5,23.6
0,49426,-2.1,18.9,0.01,0.021,17.1,43941,15.5,56.5
0,11044,-3.1,35.2,0.28,0.016,28.3,49248,11.7,85.5
0,4803,-3.6,27.4,0.007,0.015,19.8,39572,12.5,6.9
1,9191,-7,15.5,0.702,0.007,11.8,33618,27.8,14.6
0,24673,-1.7,20.8,0.017,0.649,13.8,29282,29.7,8.5
0,18622,0.6,16.1,0.28,0.029,19.1,31171,28.5,22.3
0,8836,-1.6,28.2,0.092,0.021,27.2,55192,10.1,104.5
0,28920,0.5,16.9,0.052,0.016,18.5,42046,16.2,65.9
1,267618,0.3,14.3,0.132,0.082,26.5,44582,17.7,583
0,12680,-7.8,23.7,0.009,0.49,19.8,37734,17.7,3.7
0,8371,-3.1,26.1,0.003,0.014,10.4,33239,20.2,15.3
0,220792,8.7,10.7,0.035,0.162,28.7,41248,20.7,215.6
0,15053,-0.9,19.3,0.032,0.018,17.5,40116,17.8,28.5
1,294460,9.1,11.1,0.386,0.134,45.1,51853,18.5,935.7
0,46079,1.5,19.9,0.114,0.144,11.3,37855,20.2,43
0,46402,8.1,14.9,0.017,0.386,18,64571,11.5,53.4
0,176029,2.1,15.5,0.014,0.019,29.6,65951,7.4,409
0,19394,-1.8,18.4,0.01,0.045,18.5,48890,10.9,23.3
0,28449,1.4,15.7,0.126,0.02,27.6,76548,5.4,107.8
